AccNum,Xtnd,Lon,Lat,Zmin,Zmax,NmnlArea,TermType,,
24,0,17.85,68.33,850,1200,2.2,0,,
25,0,12.07,78.88,50,650,5.8,0,,
26,0,11.83,78.88,60,600,6.1,0,,
27,0,-45.35,61.43,1080,1630,1.9,0,,
28,0,-52.13,65.6,517,1040,20.8,0,,
29,0,13.75,66.67,89,1574,38.7,0,,
30,0,-131.06,56.955,610,2190,91.9,0,,
31,0,66.03,67.58,827,1180,0.8,0,,
32,0,87.75,50.08,2229,3714,3.8,0,,
33,0,161.72,54.83,280,1200,8.8,0,,
34,0,95.49,79.35,40,728,1817,0,,
35,0,-65.27,67.58,750,1350,1.4,0,,
36,0,13,78.75,0,850,102,1,,
37,0,15.17,77.85,100,900,33.8,0,,
38,0,13.94,78.05,100,500,1.9,0,,
39,0,15.5,78.2,270,1030,3.3,0,,
40,0,15.6,78.15,320,945,4.2,0,,
41,0,16.262,78.702,130,740,4.36,0,,
42,0,18.5,78.1,100,560,4.7,0,,
43,0,-146.95,63.52,815,4003,323,0,,
44,0,-147.38,63.52,845,3591,311,0,,
45,0,-146.78,63.43,880,-999,46,0,,
46,0,-146.54,63.35,930,5284,68,0,,
47,0,-71.3,82.2,410,1850,480,0,,
48,0,-18.38,65.59,940,1300,1.7,0,,
49,0,-18.75,64.92,860,1800,90.6,0,,
50,0,10.55,46.65,2790,3150,0.4,0,,
51,0,14.07,66.66,850,1250,3.9,-9,,
52,0,6.46,60.15,1100,1570,8.7,0,,
53,0,7.37,60.53,1020,1865,17.3,0,,
54,0,5.65,61.75,903,1382,4.5,0,,
55,0,8.43,61.57,1482,2229,2.9,0,,
56,0,8.6,61.65,1833,2283,2.1,0,,
57,0,17.9,68.23,970,1850,5.9,-9,,
58,0,18,68.1,1210,1540,0.7,0,,
59,0,7.27,61.83,1130,1730,4.2,0,,
60,0,7.08,61.6,540,1930,50.1,0,,
61,0,7.486,60.639,1460,1570,1.5,-9,,
62,0,8.45,61.53,1570,2230,9,0,,
63,0,8.5,61.55,1630,2250,8.7,0,,
64,0,6.8,61.5,80,1740,12,0,,
65,0,14.45,66.72,900,1300,1.6,0,,
66,0,13.65,66.45,590,1170,2.6,0,,
67,0,14.356,66.015,1090,1760,1.1,-9,,
68,0,13.95,66.85,870,1110,2.2,-9,,
69,0,6.28,59.98,850,1640,45.7,0,,
70,0,6.34,60.04,480,1635,10.7,0,,
71,0,15.4,77.08,27,810,28,0,,
72,0,15.67,77.08,0,600,66,1,,
73,0,14,66.67,520,1580,62.4,-9,,
74,0,14.02,66.72,580,1260,4.9,0,,
75,0,5.68,61.75,940,1320,3.3,-9,,
76,0,14.37,66.23,730,1750,14,0,,
77,0,7.35,61.8,1200,1747,10.6,2,,
78,0,21.77,70.12,302,1050,3.2,0,,
79,0,7.45,61.61,1260,1770,27.9,0,,
80,0,13.77,66.55,770,1420,5.5,1,,
81,0,18.55,67.9,1071,1700,3.9,0,,
82,0,18.32,68.35,940,1500,1.2,0,,
83,0,18.08,68.08,1125,1456,4.65,0,,
84,0,18.65,67.93,1390,1710,0.9,0,,
85,0,-45.92,60.25,900,1300,1.4,0,,
86,0,-145.13,60.55,112,1164,54.1,0,,
87,0,-139.3,60,50,2490,28,0,,
88,0,-147.1,61,0,3353,1070,1,,
89,0,-148.97,61.25,732,1769,31.6,0,,
90,0,-118.05,51.12,1920,2670,3.9,0,,
91,0,-122.6,50.43,1850,2610,3.8,0,,
92,0,-122.98,49.9,1530,2100,2,0,,
93,0,-116.18,51.85,2560,3020,1.8,0,,
94,0,-130.82,57.1,1190,1820,5.8,0,,
95,0,-130.684,56.975,1390,2010,3.6,0,,
96,0,-123.58,50.87,1520,2750,112.8,2,,
97,0,-123.58,50.87,1529,2750,25.4,0,,
98,0,-123.57,50.82,1400,2900,88.1,2,,
99,0,-123.42,50.8,2010,2500,6.5,0,,
100,0,-123,49.97,1770,2150,2.9,0,,
101,0,-125.2,51.33,500,3900,66.224,0,,
102,0,-124.92,51.43,1480,2740,10.5,0,,
103,0,-137.77,59.68,670,1980,25.5,0,,
104,0,6.17,45.12,2830,3190,0.8,0,,
105,0,6.93,45.88,1480,3600,33,0,,
106,0,6.17,45.18,2650,3463,3,0,,
107,0,6.93,45.97,1550,3100,15.6,0,,
108,0,10.7,46.45,2857,3350,4.8,0,,
109,0,10.98,47.42,2560,2820,0.3,0,,
110,0,8.33,46.43,2370,3373,6.3,2,,
111,0,8.98,46.82,2190,3421,2.55,0,,
112,0,10.08,46.85,2428,3160,3.2,0,,
113,0,8.4,46.62,2125,3620,17.4,0,,
114,0,10.758,46.8,2398,3710,9.76,0,,
115,0,10.791,46.842,2720,3490,4.2,0,,
116,0,11.02,46.8,2450,3420,3.5,0,,
117,0,12.6,47.13,2550,3030,1.8,0,,
118,0,10.82,46.88,2748,3627,9.6,0,,
119,0,12.59,47.13,2789,2920,0.2,0,,
120,0,10.17,46.87,2408,3160,4.1,0,,
121,0,65.8,67.63,395,650,0.3,0,,
122,0,77.1,43,3403,4219,2.8,0,,
123,0,42.77,43.2,2698,3990,3.1,0,,
124,0,78.3,42.1,3292,4280,4.6,0,,
125,0,43,43.17,2080,5050,36.2,0,,
126,0,43.05,43.07,3340,3980,1.6,-9,,
127,0,43.83,42.75,2200,4460,9.8,0,,
128,0,74.498,42.454,3315,4291,5.6,0,,
129,0,77.12,43.01,3450,4420,1.7,0,,
130,0,77.1,43.02,3570,4070,0.4,0,,
131,0,77.1,43.04,3610,4190,0.4,0,,
132,0,77.11,43.02,3570,4000,0.4,0,,
133,0,77.09,43.01,3448,4150,1.4,0,,
134,0,77.12,43.03,3480,4120,0.3,0,,
135,0,77.08,43.03,3710,4370,0.1,0,,
136,0,77.08,43.04,3480,3850,0.3,0,,
137,0,41.17,43.33,2490,3160,3.3,0,,
138,0,41.67,43.17,2270,3240,2.7,0,,
139,0,71.63,39.65,3650,4960,24.64,0,,
140,0,158.82,53.23,880,2050,1.8,0,,
141,0,160.73,58.03,790,1770,14.2,0,,
142,0,158.17,52.47,1460,1950,1.4,0,,
143,0,158.15,52.45,1500,1800,1.1,0,,
144,0,42.87,43.23,3100,4342,3.3,0,,
145,0,43.75,42.75,2950,4300,3.8,-9,,
146,0,70.12,39.37,3600,4340,1.5,0,,
147,0,78.18,41.83,3860,4800,3.6,0,,
148,0,78.17,41.83,3780,4980,11.4,0,,
149,0,87.72,50.08,2561,4043,6.5,0,,
150,0,160.03,54.32,1025,1300,0.6,0,,
151,0,80.23,45.08,3126,4463,2.8,0,,
152,0,77.78,41.78,3895,4496,1.2,0,,
153,0,42.47,43.3,3316,5000,4.5,0,,
154,0,87.7,50.1,3025,3550,0.8,0,,
155,0,77.77,41.85,3864,4433,0.5,0,,
156,0,87.73,50.08,2500,3750,4.8,0,,
157,0,11.87,46.43,2475,3340,1.5,0,,
158,0,86.82,43.12,3746,4476,1.9,0,,
159,0,97.75,39.25,4295,5088,2.8,0,,
160,0,101.75,37.55,4200,5024,1.4,0,,
161,0,98.57,39.23,4420,5262,1.6,0,,
162,0,96.55,39.43,4260,5481,21.4,0,,
163,0,88.68,27.95,4840,5520,4.5,-9,,
164,0,78.417,31.3,4395,5500,5,0,,
165,0,79.68,30.73,3720,5730,7,-9,,
166,0,-121.68,45.38,1920,3400,3.1,0,,
167,0,-119.28,37.75,3598,-999,0.2,0,,
168,0,-109.88,45.13,3145,-999,0.4,2,,
169,0,-105.65,40.07,3660,3910,0.116,0,,
170,0,-105.63,40.05,3690,4070,0.3,0,,
171,0,-105.64,40.05,-999,-999,0.1,0,,
172,0,-105.65,40.04,3790,3870,0.1,0,,
173,0,-105.65,40.06,3810,4020,0.024,0,,
174,0,-105.63,40.15,3430,3620,0.07,0,,
175,0,-105.68,40.29,3410,3660,0.065,0,,
176,0,-105.66,40.07,3460,3770,0.135,0,,
177,0,-121.35,47.97,1438,1730,0.9,0,,
178,0,-121.17,47.57,1970,2385,0.5,0,,
179,0,-121.2,47.55,-999,-999,0.7,0,,
180,0,-121.17,47.55,1900,2120,0.2,0,,
181,0,-121.62,48.83,1500,1730,0.8,0,,
182,0,-121.18,47.57,1780,2390,0.8,2,,
183,0,-121.77,48.8,1240,2200,1.6,0,,
184,0,-121.57,48.65,1475,1790,0.2,0,,
185,0,-121.03,48.45,1840,2080,0.2,0,,
186,0,37.312,-0.157,4580,4880,0.36,0,,
187,0,137.17,-4.08,4260,4860,2,0,,
188,0,137.17,-4.1,4380,4800,0.9,0,,
189,0,170.92,-43.13,1390,1730,0.8,2,,
190,0,161.62,-77.58,1400,1800,1.4,0,,
191,0,162.87,-77.58,1200,1800,8,0,,
192,0,161.55,-77.6,1170,2040,10,0,,
193,0,-121.5,48,1110,1710,0.2,0,,
194,0,-60.6,-63,110,408,0.4,0,,
195,0,79.9,30.55,4240,5150,2.6,0,,
196,0,77.3,43,3381,4540,0.8,0,,
197,0,77,43,3580,4260,1.9,-9,,
198,0,77,43,3560,4360,1.9,-9,,
199,0,77.45,42.8,3300,5020,38,-9,,
200,0,-63.78,58.95,660,1080,1.4,0,,
201,0,-63.68,58.88,1020,1505,0.9,0,,
202,0,-63.55,58.93,790,1090,0.8,0,,
203,0,-63.53,58.93,690,1150,0.7,0,,
204,0,78.5,31.4,4710,5600,5.2,0,,
205,0,-18.55,64.85,640,1800,248.8,0,,
206,0,-19,64.75,750,1750,51.3,0,,
207,0,-15.58,64.67,680,1564,107.9,0,,
208,0,-14.92,64.72,820,1240,19.4,0,,
209,0,78.49,31.37,4760,5400,2,-9,,
210,0,75.52,34.16,3920,4925,1.7,-9,,
211,0,75.47,34.2,3690,5000,11.9,0,,
212,0,75.43,34.2,3740,4900,9.9,0,,
213,0,-83.34,79.55,550,1250,4.7,0,,
214,0,-83.3,79.55,800,1110,0.4,0,,
215,0,-71.44,80.86,300,2000,297.3,0,,
216,0,-68.17,-16.2,4890,6100,2.1,0,,
217,0,-68.12,-16.35,5125,5395,0.1,0,,
218,0,-130.08,56.25,650,2310,33.4,0,,
219,0,18.68,68.08,1320,1780,3.9,0,,
220,0,13,47.03,2385,3120,2,0,,
221,0,10.1,46.85,2330,3160,2.6,0,,
222,0,10.13,46.85,2460,3140,2.2,0,,
223,0,10.77,46.97,2870,3400,0.7,-9,,
224,0,0.64,42.651,2801,3206,0.49,0,,
225,0,-134.349,58.38,470,1512,9.2,0,,
226,0,-36.53,-54.27,280,600,0.27,0,,
227,0,-36.5,-54.4,0,2000,11.4,1,,
228,0,170.25,-43.58,-999,3176,54.6,0,,
229,0,62.5,76.1,0,860,515,0,,
230,0,140.87,62.6,2023,2728,3.2,0,,
231,0,52.9,80.18,0,365,5.5,1,,
232,0,52.8,80.1,0,580,50,1,,
233,0,-121.07,48.51,-999,-999,1.4,0,,
234,0,-120.71,48.5,-999,-999,0.1,0,,
235,0,-120.83,48.14,-999,-999,0.1,0,,
236,0,-33.5,81.95,1100,1300,600,0,,
237,0,-68.33,-71.05,40,450,6.3,0,,
238,0,80.18,42.136,2800,7439,567.2,0,,
239,0,78.35,41.83,3400,5520,84.1,-9,,
240,0,16.18,78.7,30,1200,199.5,1,,
241,0,14.2,77.95,0,600,17.8,0,,
242,0,14.3,77.95,0,450,10.9,0,,
243,1,20.427,79.977,0,600,2623,1,,
244,0,12.22,79.13,40,1100,92.4,1,,
245,0,-18,64.33,690,1660,308,0,,
246,0,-16.17,64.67,580,1930,1695,0,,
247,0,-17,64.75,730,1990,1040,0,,
248,0,-17.67,64.58,880,2010,313,0,,
249,0,77.92,41.97,4150,4609,9.4,0,,
250,0,-109.58,43.18,3415,4020,3.5,0,,
251,0,-105.63,40.15,3490,3600,0.04,0,,
252,0,-105.65,40.15,3410,3650,0.04,0,,
253,0,-105.65,40.17,3490,3590,0.02,0,,
254,0,-105.67,40.17,3600,3740,0.04,0,,
255,0,-105.67,40.17,3610,3770,0.07,-9,,
256,0,42.78,43.3,3260,4080,3.1,0,,
257,0,86.73,49.81,2108,3830,6.8,-9,,
258,0,86.74,49.81,2050,4506,9.4,-9,,
259,0,-77.3,-9.65,4600,5060,0.9,0,,
260,0,-76.74,-10.49,4590,5610,1.8,0,,
261,0,-64.53,81.93,740,820,3,0,,
262,0,-74,79.67,50,1500,99.2,0,,
263,0,11.23,46.97,2615,3125,1.1,0,,
264,0,-17.33,64.42,1380,1760,160,0,,
265,0,-15.7,64.4,50,1500,312,0,,
266,0,-78.15,-0.48,4800,5760,0.35,0,,
267,0,-73.02,-49.27,1210,2020,0.98,2,,
268,0,6.58,61.42,960,1622,3.8,0,,
269,0,86.57,27.7,4952,5360,0.48,0,,
270,0,-121.53,48.67,1683,1890,0.5,0,,
271,0,-121.12,48.57,1729,2399,1.5,0,,
272,0,-120.8,48.42,1965,2280,0.2,0,,
273,0,-121.25,48.98,2080,2698,0.4,0,,
274,0,92.133,33.167,5380,5926,1.8,0,,
275,0,5.68,61.75,930,1327,3.1,0,,
276,0,7.43,45.52,2900,3170,0.76,0,,
277,0,-70.15,-32.62,4185,4740,0.5,0,,
278,0,18.58,67.9,1400,1800,0.5,0,,
279,0,-145.5,63.27,1325,2100,4,0,,
280,0,-134.278,58.651,20,2160,671,0,,
281,0,12.05,78.67,130,510,2.7,0,,
282,0,-121.83,48.75,1700,2900,2.9,0,,
283,0,-120.9,48.17,1850,2100,0.5,0,,
284,0,162.45,-77.52,440,1600,9.9,0,,
285,0,-63.75,-64.75,0,1600,230,1,,
286,0,94.3,35.75,4790,5520,1.1,0,,
287,0,81.12,35.24,5750,6374,16.4,0,,
288,0,8.43,46.42,2520,3272,2.4,0,,
289,0,-98.62,19.02,4760,5380,0.45,0,,
290,0,-70.13,-33.58,3650,3880,0.4,0,,
291,0,-16.33,64.22,0,1730,540,0,,
292,0,7.68,61.73,1250,1960,13.2,-9,,
293,0,42.77,43.2,3300,3600,0.36,0,,
294,0,42.77,43.2,3200,3700,0.45,0,,
295,0,42.77,43.2,3300,3600,0.21,0,,
296,0,6.87,45.55,2740,3000,0.2,0,,
297,0,-134.52,58.5,20,1600,120,2,,
298,0,101.93,29.58,2980,7514,25.7,0,,
299,0,87.68,50.12,-999,-999,0.24,-9,,
300,0,17.655,67.172,1050,1850,9.91,0,,
301,0,21.94,70.24,500,1080,2.7,-9,,
302,0,-59.04,-62.2,0,252,14,0,,
303,0,16.38,67.13,830,1680,24,0,,
304,0,17.693,67.415,970,1790,6.731,0,,
305,0,18.54,67.89,1410,1870,1.4,-9,,
306,0,8.575,61.554,1550,2150,3.484,-9,,
307,0,8.31,61.6,1415,2200,5.9,-9,,
308,0,6.44,60.09,1065,1610,4.5,-9,,
309,0,14.43,77.83,0,600,48.7,1,,
310,0,-36.7,82.8,100,1320,116.44,0,,
311,0,-68.41,-54.78,950,1160,0.09,0,,
312,0,87.77,49.78,2480,3860,16.85,0,,
313,0,-20.3,64.62,430,1330,925,0,,
314,0,7.47,60.57,1380,1862,6.7,0,,
315,0,-68.83,81.35,965,1092,3.94,0,,
316,0,-69.25,81.35,950,1103,3.28,0,,
317,0,-179.03,66.51,700,900,0.8,0,,
318,0,-57.42,-63.82,75,630,12.9,0,,
319,0,-37.8,65.68,180,930,17.6,0,,
320,0,-68.42,-54.78,940,1170,1,0,,
321,0,-68.15,-16.28,4970,5392,0.49,0,,
322,0,12.05,78.4,110,650,4.15,0,,
323,0,16.1,67.3,788,1537,11.6,-9,,
324,0,-121.72,46.85,1522,4330,11.17,-9,,
325,0,-121.74,46.82,1400,4330,4.6,0,,
326,0,-17.88,64.18,650,1700,380,0,,
327,0,6.37,60.07,1236,1659,3.61,-9,,
328,0,6.4,60.08,1051,1659,8.94,2,,
329,0,83.5,28.833,5295,5990,4.76,-9,,
330,0,12.95,47.05,2547,3080,0.9,-9,,
331,0,12.47,47.03,2349,2820,1.49,-9,,
332,0,10.62,46.47,2640,3450,2.03,0,,
333,0,169.44,-44.07,1705,2390,2.54,-9,,
334,0,-121.77,48.82,1620,2070,0.8,0,,
335,0,164.03,-74.7,20,330,0.47,0,,
336,0,165,-75,-55,250,0.3,0,,
337,0,6.63,45.28,2600,3580,2.76,0,,
338,0,-72.03,-39.92,1603,2422,5.1,0,,
339,0,12.695,47.102,2070,3700,19.78,0,,
340,0,11.2,46.95,2530,3470,9.42,-9,,
341,0,163.09,-77.54,50,-999,52.24,0,,
342,0,163.51,-77.76,350,1060,7.98,0,,
343,0,14.08,77.97,30,600,7.6,0,,
344,0,-58.41,-62.08,120,230,0.09,0,,
345,0,-64.28,-65.25,0,55,0.15,1,,
346,0,-165.34,65.02,580,780,0.28,0,,
347,0,-105.69,40.3,3610,3675,0.043,0,,
348,0,-105.66,40.22,3610,3765,0.058,0,,
349,0,78.81,30.85,3890,6000,7,0,,
350,0,77.5,32.2,4050,6263,17.7,0,,
351,0,8.98,46.83,2546,2980,0.73,0,,
352,0,90.645,30.476,5515,6090,1.786,0,,
353,0,90.467,30.183,5525,6040,1.4,0,,
354,0,-0.144,42.771,2700,3200,0.84,0,,
355,0,77.37,32.24,4040,4683,3.458,0,,
356,0,12.452,42.471,2670,2839,0.02,0,,
357,0,-77.633,-8.963,4700,6000,5.97,2,,
358,0,7.853,46.007,2320,4200,19.09,0,,
359,0,12.217,78.647,80,850,11.4,0,,
360,0,-149.252,60.168,524,1412,6.148,0,,
361,0,-136.418,59.4,860,1682,1.799,0,,
362,0,-149.844,63.451,1280,2180,1.8,0,,
363,0,-145.785,61.168,753,2008,7.266,0,,
364,0,11.85,47.02,2231,3320,4.9,0,,
365,0,11.82,47,2100,3210,4.2,0,,
366,0,11.83,47,2214,3310,4.1,0,,
367,0,11.77,46.98,2331,3500,5.6,2,,
368,0,11.15,46.98,2331,3500,4.8,0,,
369,0,11.2,46.98,2342,3420,1.9,0,,
370,0,10.77,46.85,2064,3518,18.2,0,,
371,0,10.83,46.85,2785,3500,3,0,,
372,0,-159.28,60.12,350,1425,6,0,,
373,0,-143.8,69.23,1450,2240,4.6,0,,
374,0,-143.8,69.27,1630,2330,1.6,0,,
375,0,-144.32,69.3,1330,2270,7.1,0,,
376,0,-143.7,69.3,1510,2100,1.1,0,,
377,0,-138.9,59.85,1710,2330,0.8,0,,
378,0,-143.7,69.28,1540,2300,1.8,0,,
379,0,-147.7,69.28,1360,2270,1.2,0,,
380,0,-143.98,69.17,1480,2330,8.8,0,,
381,0,-144.05,69.17,1420,2330,11,0,,
382,0,-143.7,69.19,1570,2100,1.9,0,,
383,0,-149.909,59.984,0,1874,141.553,1,,
384,0,-149.765,60.05,3,1749,198.091,2,,
385,0,-150.429,59.865,265,1882,55.97,0,,
386,0,-150.441,59.707,268,1830,74.85,0,,
387,0,-149.741,60.156,122,1604,37.3,0,,
388,0,-149.979,59.901,6,1619,97.125,1,,
389,0,-150.548,59.7,579,1519,20.755,0,,
390,0,-150.38,59.7,0,1000,31.5,1,,
391,0,-150.251,59.808,102,1950,110.053,1,,
392,0,-149.98,60,0,1000,15.4,1,,
393,0,-150.098,59.882,0,1754,50.299,1,,
394,0,-150.04,60.12,133,1820,171.454,2,,
395,0,-150.238,59.968,67,1915,308,0,,
396,0,-144.906,60.78,66,1848,189.244,2,,
397,0,-145.675,61.025,932,1791,8,0,,
398,0,-148.389,61.174,61,2918,219.444,2,,
399,0,-145.605,60.995,569,1984,33.751,0,,
400,0,-147.4,61.4,0,-999,324,1,,
401,0,-148.2,61.4,-999,-999,209,0,,
402,0,-148.2,61.4,-999,-999,242,0,,
403,0,-147.909,61.473,410,3993,161.596,0,,
404,0,-147.6,61.7,-999,-999,102,0,,
405,0,-147.6,61.7,-999,-999,170,0,,
406,0,-146.926,61.558,730,3663,237.897,0,,
407,0,-145.198,60.696,115,1897,141.058,0,,
408,0,-145.089,60.637,49,1886,92.229,2,,
409,0,9.699,46.3,2180,3360,9.37,0,,
410,0,-145.8,61.2,-999,-999,19,0,,
411,0,-146.612,61.486,541,2893,373.04,2,,
412,0,-145.843,61.307,850,2027,40.893,0,,
413,0,-145.967,61.262,777,2010,23.501,0,,
414,0,-146.214,61.301,65,2350,137.956,2,,
415,0,-145.306,60.999,139,2175,167.667,2,,
416,0,-145.756,60.94,338,2027,49.911,0,,
417,0,-147.5,61.3,0,-999,175,1,,
418,0,-138.442,59.505,88,1744,206.951,0,,
419,0,-139.066,59.702,123,1630,55.677,0,,
420,0,-137.112,58.501,-999,-999,30.526,0,,
421,0,-137.207,58.546,-999,-999,101.724,0,,
422,0,-137.412,58.759,0,-999,36.667,1,,
423,0,-137.171,58.804,0,-999,105.366,1,,
424,0,-137.26,59.17,0,-999,274.344,1,,
425,0,-137.436,58.934,0,1640,158.238,1,,
426,0,-132.703,57.475,0,-999,321.584,1,,
427,0,-132.965,57.936,0,-999,280.611,1,,
428,0,-132.917,57.792,0,-999,344.632,1,,
429,0,-138.85,59.533,-999,-999,344.915,2,,
430,0,-132,57.02,-999,-999,19.476,2,,
431,0,-132.173,56.814,-999,-999,33.009,2,,
432,0,-138.433,59.69,-999,-999,288.864,2,,
433,0,-132.832,57.683,-999,-999,23.948,2,,
434,0,-138,59.05,20,4190,352.333,2,,
435,0,-133.934,58.671,-999,-999,122.857,2,,
436,0,-134.061,58.811,-999,-999,135.226,2,,
437,0,-134.204,59.001,684,2347,449.525,2,,
438,0,-136.825,58.567,12,3161,549.286,2,,
439,0,-136.915,58.78,0,2179,103.674,1,,
440,0,-132.273,56.98,0,2840,448.145,1,,
441,0,-136.814,58.746,0,3056,62.952,1,,
442,0,-132.356,57.248,9,2913,366.957,0,,
443,0,-142.072,60.461,3,5381,3025,2,,
444,0,-146.528,63.469,722,3081,234.583,0,,
445,0,-152.698,60.702,77,1975,204.168,2,,
446,0,-147.107,63.657,948,3734,90.905,0,,
447,0,-153.19,60.853,367,2378,104.778,0,,
448,0,-139.501,60.427,0,5889,2834.493,1,,
449,0,-151.229,62.833,264,5134,479.521,0,,
450,0,-139.114,60.7,752,3597,1053.721,0,,
451,0,-140.63,59.71,-999,-999,3190,0,,
452,0,-143.295,61.883,870,4166,1028.799,0,,
453,0,-153.475,60.781,491,1262,31.701,0,,
454,0,-152.825,61.065,350,2404,125.008,2,,
455,0,9.647,46.301,2160,3340,6.2,0,,
456,0,-152.872,60.935,166,2301,158.24,2,,
457,0,-149.67,63.43,-999,-999,9,0,,
458,0,-132.268,57.442,565,3089,57.604,0,,
459,0,-153.634,60.795,936,2290,16.67,0,,
460,0,-153.103,60.124,33,2976,92.965,0,,
461,0,7.644,46.024,2180,3360,2.48,0,,
462,0,-60.356,-62.669,0,380,5.24,0,,
463,0,-60.397,-62.684,0,350,5.62,1,,
464,0,6.456,60.205,-999,-999,17,0,,
465,0,6.46,60.147,1100,1570,5.3,0,,
466,0,6.419,60.097,-999,-999,7,0,,
467,0,-105.63,40.15,3430,3620,0.146,0,,
468,0,77.717,32.167,3900,6200,867.9,0,,
469,0,86.9,27.7,4940,6420,5.1,0,,
470,0,-20.3,64.62,460,1440,920,0,,
471,0,0.624,42.657,2923,3039,0.027,0,,
472,0,0.654,42.638,2855,3325,1.068,0,,
473,0,0.661,42.634,2899,3332,0.225,0,,
474,0,0.666,42.629,2792,3085,0.288,0,,
475,0,0.669,42.625,2854,3122,0.128,0,,
476,0,0.676,42.62,2877,2990,0.015,0,,
477,0,0.639,42.648,2928,3021,0.02,0,,
478,0,0.639,42.642,3110,3215,0.023,0,,
479,0,0.655,42.634,2984,3213,0.106,0,,
480,0,0.662,42.637,3001,3108,0.021,0,,
481,0,-73.1,-52.8,0,1682,199.5,0,,
482,0,16.533,78.98,170,900,41.5,0,,
483,0,10.823,46.79,2580,3500,7.15,0,,
484,1,79.688,42.135,-999,-999,596.519,-9,,
485,0,10.067,46.85,2360,3100,1.06,0,,
486,0,8.033,46.5,1506,4158,100.4,0,,
487,0,8.1,46.492,-999,-999,1.8,0,,
488,0,8.117,46.475,-999,-999,1.64,0,,
489,0,8.058,46.433,-999,-999,1.39,0,,
490,0,8.025,46.425,-999,-999,2.65,0,,
491,0,7.967,46.417,2134,3890,26.77,0,,
492,0,7.933,46.067,2840,3240,0.8,0,,
493,0,7.918,46.059,2680,3860,2.89,0,,
494,0,7.933,46.05,2316,4190,10.62,0,,
495,0,7.933,46.017,2660,3650,7.43,0,,
496,0,7.95,46.002,2560,3280,2,0,,
497,0,7.965,46.002,2650,2950,0.32,0,,
498,0,7.983,46,2628,2935,0.44,0,,
499,0,8,46.017,2628,3025,0.76,0,,
500,0,7.924,46.029,2980,3340,0.25,0,,
501,0,7.924,46.029,-999,-999,0.4,0,,
502,0,10.983,46.8,2270,3420,11.865,0,,
503,0,37.315,-0.15,4708,4692,0.06,0,,
504,0,11,47.717,2180,2580,0.27,0,,
505,0,10.967,47.4,2460,2700,0.22,0,,
506,0,12.933,47.55,1920,2370,0.2,0,,
507,0,12.85,47.567,1980,2170,0.16,0,,
508,0,137.16,-4.07,-999,-999,5.7,0,,
509,0,85.618,28.237,5128,5749,1.61,0,,
510,0,71.32,41.82,3600,5000,424.7,0,,
511,0,-17.9,64.25,650,2010,1360,0,,
512,0,-77.25,-9.86,4675,5580,2.666,0,,
513,0,-77.245,-9.87,4800,5580,0.509,0,,
514,0,-77.235,-9.84,4725,5488,1.305,0,,
515,0,-73.349,-46.492,230,3910,32,2,,
516,0,-73.449,-46.561,40,3500,61,2,,
517,0,-73.539,-46.579,10,3910,110,2,,
518,0,-73.633,-46.704,0,3910,718,1,,
519,0,-73.673,-46.849,30,2798,798,2,,
520,0,-73.698,-46.933,-999,-999,13,0,,
521,0,-73.696,-46.968,-999,-999,34,2,,
522,0,-73.661,-47.048,30,2300,159,2,,
523,0,-73.753,-47.141,50,3365,135,0,,
524,0,-73.812,-47.3,30,1750,270,2,,
525,0,-73.68,-47.386,25,3365,424,2,,
526,0,-73.601,-47.409,450,2548,63,0,,
527,0,-73.419,-47.408,200,2300,23,0,,
528,0,-73.391,-47.355,140,3005,64,2,,
529,0,-73.361,-47.302,246,3867,20,0,,
530,0,-73.414,-47.232,400,3365,59,0,,
531,0,-73.475,-47.121,140,3365,184,2,,
532,0,-73.336,-46.93,420,2798,128,2,,
533,0,-73.287,-46.879,350,3050,38,0,,
534,0,-73.278,-46.789,303,3078,55,2,,
535,0,-73.284,-46.65,340,3725,21,2,,
536,0,-73.281,-46.586,250,3910,72,0,,
537,0,-73.58,-48.44,0,2640,510,1,,
538,0,-73.79,-48.48,45,1655,92,2,,
539,0,-73.65,-48.69,0,2408,525,2,,
540,0,-74.875,-48.805,0,2408,578,2,,
541,0,-73.95,-48.91,-999,3380,387,2,,
542,0,-73.63,-49.03,-999,3380,57,2,,
543,0,-74.69,-49.26,0,3380,1208,1,,
544,0,-73.47,-50.52,0,2950,45,1,,
545,0,-73.44,-50.61,0,2950,126,1,,
546,0,-73.26,-50.71,0,-999,126,1,,
547,0,-73.47,-50.78,0,-999,138,1,,
548,0,-73.56,-50.85,0,2179,100,1,,
549,0,-73.52,-50.92,0,-999,158,1,,
550,0,-73.39,-51.4,-999,-999,36,2,,
551,0,-73.42,-51.1,50,2025,318,2,,
552,0,-73.4,-50.98,120,2025,48,2,,
553,0,-73.35,-50.84,100,2344,243,2,,
554,0,-73.209,-50.867,-999,-999,12,0,,
555,0,-73.21,-50.77,240,2378,65,2,,
556,0,-73.08,-50.69,240,2747,28,0,,
557,0,-73.155,-50.504,-999,-999,255.4,2,,
558,0,-73.37,-49.72,175,3180,836,2,,
559,0,-73.35,-49.35,250,-999,891,2,,
560,0,-73.23,-49.14,285,-999,220,2,,
561,0,-73.4,-48.91,285,3380,787,2,,
562,0,-73.29,-48.575,300,3067,138,2,,
563,0,-73.14,-48.52,285,3017,50,2,,
564,0,-73.26,-48.46,151,3017,60,2,,
565,0,-73.37,-48.45,27,3067,146,2,,
